index,text,answer,split
296,"petitioner's admission to “breaking” was therefore critical to that element, as well. Cf. Black's Law Dictionary 236 (rev. 4th ed. 1968) (“Breaking” denotes the “tearing away or removal of any part of a house or of the locks, latches, or other fastenings intended to *296 secure it, or otherwise exerting force to gain an entrance, with the intent to commit a felony”).",Yes,test
297," ‘Visitation’ is defined by Bouvier (Law Dict. vol. 2, p. 1199) as follows: ‘The act of examining into the affairs of a corporation.",Yes,test
298,"One of the accepted meanings of the term “authorize,” they point out, is “permit.” Brief for Petitioners in No. 16–476, p. 42 (citing Black's Law Dictionary 133 (6th ed. 1990); Webster's Third New International Dictionary 146 (1992)).  ",Yes,test
299,"As San Antonio notes, the word ""taxable"" can be used to describe something that may, but need not necessarily, be taxed. See, e.g., Random Hosue Dictionary of the English Language 1947 (2d ed. 1987) (defining ""taxable"" as ""capable of being taxed""); Webster's Third New International Dictionary 2345 (1976) (same).... ",Yes,test
300,Agency discretion presumes that an agency can exercise “judgment” in connection with a particular action… see also Random House Dictionary of the English Language 411 (unabridged ed.1967) (“discretion” defined as “the power or right to decide or act according to one's own judgment; freedom of judgment or choice”). ,Yes,test
301,"""This combined restriction on state power and entitlement to relief under the Commerce Clause amounts to a 'right, privilege, or immunity' under the ordinary meaning of those terms"" ",Yes,test
302,"At the time Hughes was decided, damages were understood only as compensation for injury. See T. Blount, Law–Dictionary (1670) (Blount) (unpaginated) (defining “damages” as “a recompense for what the Plaintiff or Demandant hath suffered, by means of the wrong done him by the Defendant or Tenant”) (emphasis added)",Yes,test
303,"The 18th-century meaning is no different from the meaning today. The 1773 edition of Samuel Johnson's dictionary defined “arms” as “[w]eapons of offence, or armour of defence.” 1 Dictionary of the English Language 106 (4th ed.) (reprinted 1978) (hereinafter Johnson). Timothy Cunningham's important 1771 legal dictionary defined “arms” as “any thing that a man wears for his defence, or takes into his hands, or useth in wrath to cast at or strike another.” 1 A New and Complete Law Dictionary; see also N. Webster, American Dictionary of the English Language (1828) (reprinted 1989) (hereinafter Webster) (similar).",Yes,test
304,"""I think it quite possible, particularly in light of the constitutional concerns identified by Justice Thomas, that the phrase 'seek to administer' in the statute requires that the covered jurisdiction exercise discretion or pursue its own policy aims before the obligation to preclear a voting change arises."" See 14 Oxford English Dictionary 877 (2d ed.1989) (defining “seek,” inter alia, as “[t]o make it one's aim, to try or attempt to (do something)”).",Yes,test
305,An allision is “[t]he contact of a vessel with a stationary object such as an anchored vessel or a pier.” Black's Law Dictionary 94 (11th ed. 2019).,Yes,test
306,"An ""action"" refers to the whole of the lawsuit. See Black's Law Dictionary, at 37 (defining ""action"" as a ""civil or criminal judicial proceeding""); Black's Law Dictionary 43 (3d ed. 1933) (The terms 'action' and 'suit' are now nearly, if not entirely, synonymous""). ",Yes,test
307,"The word “redistricted” also is not hard to comprehend. Id., at 980 (defining “redistrict” to mean “to divide anew into districts”); Black's Law Dictionary 1283 (7th ed.1999) (defining “redistrict” to mean “[t]o organize into new districts, esp. legislative ones; reapportion”). ",Yes,test
308,"""Moving closer to home, recall that demand-response participants must choose either to pruchase a unit of energy at the prevailing retail price (say $10) or to withhold from purchasing that unit and receive instead an incentive payment (of say $5). The two options thus present a choice between having a unit of energy, on the one hand, and having $15 more in the bank, on the other. To repeat: take the energy, be $15 poorer; forgo the energy, be $15 richer. Is that not the very definition of price?"" F.E.R.C. v. Electric Power Supply, 577 U.S. 260, 300, 136 S.Ct. 760, 787 (Scalia, J., dissenting). ",Yes,test
309,"""The classic case of direct evidence of unlawful purpose occurs when one induces commission of infringement by another, or 'entic[es] or persuad[es] another' to infringe, Black's Law Dictionary 790 (8th ed.2004), as by advertising."" at 935.",Yes,test
310,"The term “ discriminatory” means characterized by differential treatment that lacks a sound justification. See The Random House Dictionary of the English Language 564 (2d ed. 1987) (“discriminatory” means “characterized by or showing prejudicial treatment esp. as an indication of racial, religious, or sexual bias”); B. Garner, A Dictionary of Modern Legal Usage 191 (1987) (“discriminatory” means “applying discrimination in treatment, esp. on ethnic grounds”); Black's Law Dictionary 479 (“discrimination” means characterized by “[d]ifferential treatment; esp., a failure to treat all persons equally when no reasonable distinction can be found between those favored and those not favored”). ",Yes,test
311," A common definition of 'finding of fact' is, for example, '[a] conclusion by way of reasonable inference from the evidence.'"" ",Yes,test
312,"Thus, Webster's Third New International Dictionary 1227 (1976) broadly defines “jurisdiction” as, among other things, “the limits or territory within which any particular power may be exercised: sphere of authority.”",Yes,test
313,"It also creates a “contract” as defined by federal regulations, namely, a “mutually binding legal relationship obligating the seller to furnish the supplies or services ... and the buyer to pay for them,” including “all types of commitments that obligate the Government to an expenditure of appropriated funds and” (as a general matter) “are in writing.” 48 CFR § 2.101 (2015).",Yes,test
314,"“Discrimination” is the “failure to treat all persons equally when no reasonable distinction can be found between those favored and those not favored.” Black's Law Dictionary 534 (9th ed.2009); accord, id., at 420 (5th ed.1979); see also Webster's Third New International Dictionary 648 (1976) (“discriminates” means “to make a difference in treatment or *287 favor on a class or categorical basis in disregard of individual merit”). ",Yes,test
315,"The meaning of the word “until” is not difficult to understand, nor is it some specialized term of art. See Webster's New International Dictionary 2794 (2d ed.1957) (defining “until” to mean “[d]uring the whole time before”); Webster's Collegiate Dictionary 1297 *299 10th ed.1993) (defining “until” to mean “up to such time as” or “[b]efore”). ",Yes,test
316,"n its numerous uses throughout the Code, it is clear that the term “assessment” refers to little more than the calculation or recording of a tax liability. See, e.g., 26 U.S.C. § 6201 (assessment authority); § 6203 (method of assessment); § 6204 (supplemental assessments); 26 CFR § 601.103 (2003). See also Black's Law Dictionary 111 (7th ed.1999) (defining “assessment” as the “[d]etermination of the [tax] rate or amount of something, such as a tax or damages”). “",Yes,test
